"ID","Feature","Value","Source","Comment","Glottocode","PoS","Function","Level"
"GB047","Is there a productive morphological pattern for deriving an action/state noun from a verb?","1","Pokrovskaja (1964:95)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","denominal derivation","word"
"GB048","Is there a productive morphological pattern for deriving an agent noun from a verb?","1","Pokrovskaja (1964:154)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","denominal derivation","word"
"GB049","Is there a productive morphological pattern for deriving an object noun from a verb?","1","Pokrovskaja (1964:94)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","denominal derivation","word"
"GB051","Is there a noun class/gender system where sex is a factor in class assignment?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","multiple","class agreement","word"
"GB052","Is there a noun class/gender system where shape is a factor in class assignment?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","multiple","class agreement","word"
"GB053","Is there a noun class/gender system where animacy is a factor in class assignment?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","multiple","class agreement","word"
"GB054","Is there a noun class/gender system where plant status is a factor in class assignment?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","multiple","class agreement","word"
"GB057","Are there numeral classifiers?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","quantification","word"
"GB058","Are there possessive classifiers?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","possession","word"
"GB059","Is the adnominal possessive construction different for alienable and inalienable nouns?","0","Pokrovskaja (1964:109-113)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","possession","word"
"GB068","Do core adjectives (defined semantically as property concepts such as value, shape, age, dimension) act like verbs in predicative position?","1","Pokrovskaja (1964:156)","","Gagauz [gag] [gaga1249]-Table 1.tsv","adjective","non-verbal predication","word"
"GB069","Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?","0","Pokrovskaja (1964:203)","","Gagauz [gag] [gaga1249]-Table 1.tsv","adjective","other","word"
"GB070","Are there morphological cases for non-pronominal core arguments (i.e. S/A/P)?","1","Pokrovskaja (1964:114, 116)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","argument marking (core)","word"
"GB071","Are there morphological cases for pronominal core arguments (i.e. S/A/P)?","1","Pokrovskaja (1964:127-128)","","Gagauz [gag] [gaga1249]-Table 1.tsv","pronoun","argument marking (core)","word"
"GB072","Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?","1","Pokrovskaja (1964:115-121)","","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","argument marking (non-core)","word"
"GB073","Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?","1","Pokrovskaja (1964:127-128)","","Gagauz [gag] [gaga1249]-Table 1.tsv","pronoun","argument marking (non-core)","word"
"GB074","Are there prepositions?","0","Pokrovskaja (1964:266-277)","","Gagauz [gag] [gaga1249]-Table 1.tsv","other","argument marking (non-core)","NP"
"GB075","Are there postpositions?","1","Pokrovskaja (1964:266-277)","","Gagauz [gag] [gaga1249]-Table 1.tsv","other","argument marking (non-core)","NP"
"GB079","Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME+","word"
"GB080","Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?","1","Pokrovskaja (1964:178-198)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME+","word"
"GB081","Is there productive infixation in verbs?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME+","word"
"GB082","Is there overt morphological marking of present tense on verbs?","1","Pokrovskaja (1964:179-184)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","word"
"GB083","Is there overt morphological marking on the verb dedicated to past tense?","1","Pokrovskaja (1964:178, 194-198)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","word"
"GB084","Is there overt morphological marking on the verb dedicated to future tense?","1","Pokrovskaja (1964:184, 191)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","word"
"GB086","Is a morphological distinction between perfective and imperfective aspect available on verbs?","0","Pokrovskaja (1964:168-169)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","word"
"GB089","Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?","1","Pokrovskaja (1964:178)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB090","Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?","0","Pokrovskaja (1964:178)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB091","Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?","1","Pokrovskaja (1964:178)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB092","Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?","0","Pokrovskaja (1964:178)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB093","Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?","0","Pokrovskaja (1964:178)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB094","Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?","0","Pokrovskaja (1964:178)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB095","Are variations in marking strategies of core participants based on TAM distinctions?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB096","Are variations in marking strategies of core participants based on verb classes?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB098","Are variations in marking strategies of core participants based on person distinctions?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB099","Can verb stems alter according to the person of a core participant?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB103","Is there a benefactive applicative marker on the verb (including indexing)?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB104","Is there an instrumental applicative marker on the verb (including indexing)?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB105","Can the recipient in a ditransitive construction be marked like the monotransitive patient?","0","Ulutas (2000:49-50); Pokrovskaja (1964:114-116)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB107","Can standard negation be marked by an affix, clitic or modification of the verb?","1","Pokrovskaja (1964:162)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","negation","word"
"GB108","Is there directional or locative morphological marking on verbs?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB109","Is there verb suppletion for participant number?","0","Pokrovskaja (1964)","Not mentioned.","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB110","Is there verb suppletion for tense or aspect?","0","Pokrovskaja (1964)","Not mentioned.","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","word"
"GB111","Are there conjugation classes?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME+","word"
"GB113","Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?","1","Pokrovskaja (1964:174)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","valency","word"
"GB114","Is there a phonologically bound reflexive marker on the verb?","1","Pokrovskaja (1964:172)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","valency","word"
"GB115","Is there a phonologically bound reciprocal marker on the verb?","1","Pokrovskaja (1964:171)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","valency","word"
"GB116","Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB117","Is there a copula for predicate nominals?","1","Ulutas (2000:40); Pokrovskaja (1964:154)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","non-verbal predication","clause"
"GB118","Are there serial verb constructions?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","verb complex","clause"
"GB119","Can mood be marked by an inflecting word (""auxiliary verb"")?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","clause"
"GB120","Can aspect be marked by an inflecting word (""auxiliary verb"")?","0","Pokrovskaja (1964:168-169)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","clause"
"GB121","Can tense be marked by an inflecting word (""auxiliary verb"")?","0","Pokrovskaja (1964:198-203)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","clause"
"GB122","Is verb compounding a regular process?","0","Pokrovskaja (1964:166-167)","they are not phonologically bound","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","verb complex","word"
"GB123","Are there verb-adjunct (aka light-verb) constructions?","1","Pokrovskaja (1964:166-168)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","verb complex","clause"
"GB124","Is incorporation of nouns into verbs a productive intransitivizing process?","0","Pokrovskaja (1964:170)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","valency","word"
"GB126","Is there an existential verb?","0","Ulutas (2000:42); Pokrovskaja (1964:154)","it can also be used as a copula","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","non-verbal predication","clause"
"GB127","Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?","0","Pokrovskaja (1964:154)","var ‘exist’ is used instead","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","non-verbal predication","clause"
"GB129","Is there a notably small number, i.e. about 100 or less, of verb roots in the language?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","other","word"
"GB131","Is a pragmatically unmarked constituent order verb-initial for transitive clauses?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","word order","clause"
"GB132","Is a pragmatically unmarked constituent order verb-medial for transitive clauses?","1","Pokrovskaja (1964:197, 203); Ulutas (2000:57)","the word order is free","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","word order","clause"
"GB133","Is a pragmatically unmarked constituent order verb-final for transitive clauses?","1","Ulutas (2000:49, 57)","the word order is free","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","word order","clause"
"GB134","Is the order of constituents the same in main and subordinate clauses?","1","Ulutas (2000:37, 124-125)","","Gagauz [gag] [gaga1249]-Table 1.tsv","not assignable","word order","clause"
"GB135","Do clausal objects usually occur in the same position as nominal objects?","1","Ulutas (2000:37, 124-125)","they do not have a fixed position, neither nominal objects do","Gagauz [gag] [gaga1249]-Table 1.tsv","not assignable","word order","clause"
"GB136","Is the order of core argument (i.e. S/A/P) constituents fixed?","0","Ulutas (2000:57)","","Gagauz [gag] [gaga1249]-Table 1.tsv","not assignable","word order","clause"
"GB137","Can standard negation be marked clause-finally?","1","Pokrovskaja (1964:162)","negation is marked on the verb, which appears to be clause-finally","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","negation","clause"
"GB138","Can standard negation be marked clause-initially?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","negation","clause"
"GB139","Is there a difference between imperative (prohibitive) and declarative negation constructions?","0","Pokrovskaja (1964:162)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","negation","clause"
"GB140","Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?","0","Ulutas (2000:27)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","non-verbal predication","clause"
"GB146","Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?","?","Pokrovskaja (1964)","Not mentioned.","Gagauz [gag] [gaga1249]-Table 1.tsv","noun","argument marking (core)","multiple"
"GB147","Is there a morphological passive marked on the lexical verb?","1","Pokrovskaja (1964:173)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","valency","word"
"GB148","Is there a morphological antipassive marked on the lexical verb?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","valency","word"
"GB149","Is there a morphologically marked inverse on verbs?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","word"
"GB150","Is there clause chaining?","0","Ulutas (2000:63)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","verb complex","clause"
"GB151","Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?","0","Pokrovskaja (1964)","","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","argument marking (core)","clause"
"GB152","Is there a morphologically marked distinction between simultaneous and sequential clauses?","?","Pokrovskaja (1964)","Not mentioned.","Gagauz [gag] [gaga1249]-Table 1.tsv","verb","TAME","clause"
